,0,1,2,3,4
106,"[-0.08339734228365218, -0.10166768023781574, -0.12073005588762557, -0.14235728645734586, -0.16094381587617196, -0.1824679490368823, -0.16821590477638043, -0.2304713804464797, -0.25253002943508424, -0.27320926116816796]","[-0.0320320126743804, -0.047048214557934856, -0.06337939921336279, -0.0779767546014677, -0.09402082182036743, -0.08360500327812538, -0.13393464378582343, -0.1496871194945465, -0.1592554838539849, -0.16802452757524355]","[-0.03919968201035555, -0.05336959852093752, -0.0625007758494645, -0.07803306641245182, -0.06262522475982006, -0.11583947302961643, -0.1300767325442463, -0.122189295535925, -0.12843894126081762, 0.23986453650331202]","[-0.06730718322853993, -0.08689242758612584, -0.10495652788143109, -0.10512718251323297, -0.16286578839993074, -0.181962019487973, -0.21080747126018598, -0.1890611245331724, 0.17581198671484397, 0.12945443698788092]","[-0.07819107514519116, -0.0933640484203758, -0.07568035241860768, -0.13442962211269757, -0.15444982577759644, -0.1699873839010658, -0.1965948228229942, 0.1841373856673775, 0.15437742914360145, 0.1152235030690966]"
107,"[-0.03499339202910978, -0.04518262630820591, -0.05692316459983904, -0.06978134492904264, -0.08150180018067676, -0.09491316190481502, -0.0843322878566416, -0.11884966174632627, -0.13490859287351686, -0.1527717361089619]","[-0.019449128244037488, -0.03333574015271173, -0.04857085313271985, -0.06293779279660688, -0.078040731545503, -0.07627861009534703, -0.11068043293055402, -0.13567163603004323, -0.15782387362417089, -0.17980437533553945]","[-0.015925947271845223, -0.029965583861431958, -0.044418184713086964, -0.05282746131773937, -0.049037042467481376, -0.08758156692851234, -0.10468582755196738, -0.13829597404468702, -0.15757465122509645, 0.02782038094233824]","[-0.016055510649477314, -0.02971404072830565, -0.04290101797321923, -0.030358498254810642, -0.07010500998238213, -0.08407703814098723, -0.10723403309473879, -0.13192386765966302, 0.05491402904501075, 0.039602569965625944]","[-0.014240020116480331, -0.025121125554355125, -0.011303377499493103, -0.048603073855551224, -0.06390315124175165, -0.08407885969957922, -0.1054998153575382, 0.0796544289461651, 0.07794187003870841, 0.07405637782191273]"
108,"[-0.0029461730737239122, -0.003493926953524351, -0.00464112067129463, -0.00637138553429395, -0.008138282923027873, -0.010779568925499916, -0.0068743363954126835, -0.01818765001371503, -0.023409977089613676, -0.03068817174062133]","[-0.0010042249195552546, -0.0022202105464688617, -0.004281841145669587, -0.006589496202608116, -0.009326024606665142, -0.005655209228237637, -0.01699037912472106, -0.024007491461773882, -0.03194816566242791, -0.04185876499100543]","[-0.003020257303688602, -0.00661699831132956, -0.0103792844677455, -0.01502541437392302, -0.0129457547666616, -0.025440346762735322, -0.03264991551284857, -0.04349837716316052, -0.05423449523394175, -0.007678678106713965]","[-0.001519652251426528, -0.003938115602631519, -0.00668465688851888, -0.002153191883389304, -0.014334320258621525, -0.02134074660045321, -0.03077479096156771, -0.04208226518732722, 0.004907660018380333, 0.008456104267116238]","[-0.0016901781504522616, -0.004021864123783594, 0.0002152428774614282, -0.011317923404417521, -0.01567269742502976, -0.02403936881586123, -0.033160363994679934, 0.014202201999582761, 0.01329521331223514, 0.015454233477216625]"
109,"[6.848063549114158e-06, 1.2936952771269716e-05, 1.6359785149688832e-05, 1.3273756849230267e-06, -5.0458856094337534e-05, -0.00012615967261808692, -5.265254276309861e-05, -0.0006756192769898917, -0.0010402218495073612, -0.0017550809016029234]","[-2.0937191095304897e-06, -1.271432348060042e-05, -4.05601863405769e-05, -0.0001036222206550752, -0.00020212511709016834, -9.449008621797983e-05, -0.0006962137017637593, -0.0011093476682674241, -0.001801092108968283, -0.0026917895197641206]","[-3.311536107730717e-05, -8.439688878070228e-05, -0.00017001359134383165, -0.0002655381691170078, -0.00015696988026547842, -0.0007406137306702476, -0.001138454856629778, -0.0018906617484049093, -0.002835510153602172, -0.00010781511133473032]","[-4.913502667525105e-05, -9.921564302250996e-05, -0.00019647596596816808, -4.5772082703954275e-05, -0.0006347321551952723, -0.001045243138979024, -0.001727065618215895, -0.0027243876476500395, 8.470522046943874e-05, 0.00023371044411713005]","[-3.892966164165139e-05, -0.00011913762831716762, -1.03199239709378e-06, -0.000591110583300525, -0.0009731972237572164, -0.001659981615048656, -0.0026310067620582966, 0.0002010862811945291, 0.00032850504827330873, 0.00045084064218792186]"
110,"[5.7546351683868124e-08, 1.1384245368617485e-07, 1.8016567793210925e-07, 2.2693926737815673e-07, 2.2535935462197898e-07, 1.806769031054145e-07, 1.5216594240197168e-07, -5.047608301333995e-07, -1.0911294016091588e-06, -3.854861428842504e-06]","[-1.5257715091365753e-08, -2.7388954215723516e-08, -4.265476061249274e-08, -8.007716001401377e-08, -1.3859795355841698e-07, -1.4783522139794059e-07, -7.441304159527817e-07, -1.7867691166628674e-06, -3.8076456529978486e-06, -8.015533394356567e-06]","[-4.0565907966083614e-08, -1.0150884577342367e-07, -1.5310301648696623e-07, -2.3279203986703578e-07, -2.770056468648363e-07, -9.153656534977017e-07, -1.864595041922712e-06, -4.255630464911064e-06, -9.043035952061018e-06, -1.085158309876988e-06]","[4.093479777367293e-09, -5.1011695756386644e-08, -1.3826950562290108e-07, -1.3206005444743596e-07, -7.793727858640409e-07, -1.6759009353606302e-06, -4.282346767858769e-06, -9.311890667440537e-06, -7.270983273244269e-07, -3.611085928056923e-07]","[-1.872315635864652e-08, -7.675807367490961e-08, -1.1470479677200274e-08, -6.329708419627877e-07, -1.4467256512773474e-06, -3.6673949814769458e-06, -8.635710333493307e-06, 1.5610300962975998e-07, 1.2097654433773641e-08, 3.8576602534590165e-07]"
111,"[4.122993857132509e-15, 2.0954958146295055e-14, 3.5848040302269985e-14, 3.8501379903390026e-14, -3.2230621353112254e-14, -5.038861593295964e-13, -1.9624854596986643e-12, -8.755767933299843e-13, -1.4837065508186244e-12, -2.2465183523311154e-11]","[-2.2233401914244916e-14, -2.29797451963229e-14, -8.77003265211071e-14, -6.894276157536988e-14, -1.0934321772210778e-13, -3.7033962873149495e-15, -1.034655002470479e-13, -1.0346816289573798e-13, -1.3687805810705268e-11, -6.259687010925762e-11]","[-1.8040718929596827e-13, -2.9528637835677524e-13, -2.252679718651486e-13, -4.26679708004276e-13, -4.25133036006985e-13, -9.25893927093734e-13, -3.2388228553379295e-12, -1.2079426451742968e-11, -7.5555366233919e-11, 1.950258361651646e-13]","[1.1706506261328214e-13, 2.052106856838265e-13, 2.296565224097066e-13, 4.2152345761830353e-13, 1.782617259913407e-14, -2.280782613350873e-12, -1.6587605700690866e-11, -8.074153786732376e-11, -1.4455583624784158e-12, -3.884944295312631e-12]","[-3.322039841022022e-14, -5.0872195724634833e-14, -1.1346797796057267e-13, -5.787712296185729e-13, -2.136895410512034e-12, -1.2981752540888562e-11, -7.753873729882382e-11, 2.3186611728927622e-12, -2.1046655900285732e-13, 4.419057635552011e-12]"
112,"[0.008668899536132812, 0.01791459321975708, 0.024980753660202026, 0.03425547480583191, 0.04398268461227417, 0.05212238430976868, 0.06052157282829285, 0.07045844197273254, 0.07773997075855732, 0.08554554590955377]","[8.88308164803675e-08, 1.9613912627391983e-07, 2.369161826720756e-07, 3.5897099692761003e-07, 5.131612432762722e-07, 5.813972343560181e-07, 6.581931479843206e-07, 8.294954660925669e-07, 8.721067175088137e-07, 9.316695361860639e-07]","[1.3854799252310812e-10, 3.1096389352391895e-10, 3.564785654164293e-10, 5.753387453955039e-10, 8.791652926498639e-10, 9.745529001847775e-10, 1.085091395208737e-09, 1.4356738194110097e-09, 1.4819738977656094e-09, 1.5568457772952016e-09]","[6.231473670403886e-11, 1.3973101148367917e-10, 1.5933487515495948e-10, 2.5954439639153115e-10, 4.0024709588304397e-10, 4.424967718630324e-10, 4.916073763350237e-10, 6.543388851587562e-10, 6.741382278796504e-10, 7.067955873352183e-10]","[5.649869114221495e-11, 1.266868936145027e-10, 1.4436908959969408e-10, 2.3542573793222665e-10, 3.6345761469935844e-10, 4.0169354301178295e-10, 4.461487811135978e-10, 5.943028118238214e-10, 6.121470916969907e-10, 6.41656410296787e-10]"
113,"[0.007803827524185181, 0.016201287508010864, 0.025789737701416016, 0.036326855421066284, 0.04555791616439819, 0.052835047245025635, 0.06147563457489014, 0.06928721070289612, 0.07712685596197844, 0.0859566992148757]","[4.9185487682734674e-08, 1.2456645492875396e-07, 2.358977368999149e-07, 3.8087306819534206e-07, 4.823831787348354e-07, 5.229739201695338e-07, 5.965775145000407e-07, 6.465767405927636e-07, 6.963577696694756e-07, 7.783456617005413e-07]","[4.563280309177742e-11, 1.325102250149257e-10, 2.758931139101861e-10, 4.802830910755063e-10, 6.107468281113526e-10, 6.475831745844651e-10, 7.268778079438931e-10, 7.74166508676899e-10, 8.198945446180606e-10, 9.113886902112345e-10]","[1.896129087075593e-11, 5.608506020715609e-11, 1.1809153654951388e-10, 2.0774948428226025e-10, 2.643987043193796e-10, 2.7973002907077937e-10, 3.1329691098369583e-10, 3.3302545963953545e-10, 3.520180241051163e-10, 3.9085570717467544e-10]","[1.704158862636529e-11, 5.052087047319187e-11, 1.0651416380846879e-10, 1.8763829205681315e-10, 2.3882508991268647e-10, 2.5260498293794287e-10, 2.82842340694478e-10, 3.0058155704032474e-10, 3.176558434694887e-10, 3.526526059019486e-10]"
114,"[0.007066309452056885, 0.016978323459625244, 0.02699214220046997, 0.03655633330345154, 0.04381835460662842, 0.051667243242263794, 0.061461061239242554, 0.06975165009498596, 0.07694287039339542, 0.08536849170923233]","[3.288135630441502e-08, 1.8786223776601219e-07, 3.3234745089316675e-07, 4.572289320492473e-07, 4.983652530654581e-07, 5.560666771486922e-07, 7.080387938174226e-07, 7.741003678063407e-07, 8.126579302825121e-07, 9.043095872129925e-07]","[3.441280940763569e-11, 3.606329714023193e-10, 6.548007726314697e-10, 8.868033148090593e-10, 9.379795690156456e-10, 1.0192655539031925e-09, 1.3423382613786394e-09, 1.4321278121731673e-09, 1.4757418377586706e-09, 1.634844124659418e-09]","[1.4892883801187473e-11, 1.685988484240175e-10, 3.0709769970049816e-10, 4.148104273266062e-10, 4.375438917431085e-10, 4.740910632822226e-10, 6.270145010839334e-10, 6.669803025854959e-10, 6.85988087514855e-10, 7.592576446030508e-10]","[1.3423608578866375e-11, 1.5344415928847388e-10, 2.7957910899573113e-10, 3.77523303417282e-10, 3.9807954068521445e-10, 4.311709244850248e-10, 5.705416200249558e-10, 6.066976079507902e-10, 6.238445099046586e-10, 6.904134408278195e-10]"
115,"[0.009216248989105225, 0.01800745725631714, 0.025388240814208984, 0.03339424729347229, 0.04344409704208374, 0.05142757296562195, 0.059081852436065674, 0.06760907173156738, 0.07619370892643929, 0.0852486602962017]","[1.1045815284660421e-07, 2.0466342931513282e-07, 2.5690270177847196e-07, 3.289077668000573e-07, 5.169457537590461e-07, 5.843682444606202e-07, 6.403787153885787e-07, 7.281816607473957e-07, 8.210882427306387e-07, 9.282736144200499e-07]","[1.8063656126443561e-10, 3.2258190563183575e-10, 3.8831231979896685e-10, 4.924698218666812e-10, 9.004873860463114e-10, 9.910149992298223e-10, 1.059096178812613e-09, 1.1902450205991677e-09, 1.3401537310442357e-09, 1.5148394136299537e-09]","[8.161814279983304e-11, 1.4486013083514493e-10, 1.7365212913456052e-10, 2.2014149010651796e-10, 4.112463859035076e-10, 4.5110363534883735e-10, 4.806906175186532e-10, 5.392655263308788e-10, 6.070957746934225e-10, 6.859528691588457e-10]","[7.406072977111933e-11, 1.3134470594478032e-10, 1.5737040143237735e-10, 1.9948788454460242e-10, 3.7369278504950643e-10, 4.0975840776003025e-10, 4.364859793049014e-10, 4.89565533945413e-10, 5.511233969190954e-10, 6.22672052807971e-10]"
116,"[0.008730441331863403, 0.017979055643081665, 0.026134073734283447, 0.034671932458877563, 0.044485658407211304, 0.05290517210960388, 0.062279850244522095, 0.07029694318771362, 0.07804119028151035, 0.08610179368406534]","[9.496949360254803e-08, 2.0733801164851684e-07, 2.7313312500609754e-07, 3.575681972733946e-07, 5.145667358874562e-07, 5.913374536703486e-07, 7.069047853747179e-07, 7.67240564414351e-07, 8.197141134758112e-07, 8.857020183938857e-07]","[1.3622476757735313e-10, 3.037965573549073e-10, 3.812595031349453e-10, 4.940321554625093e-10, 7.93155159606318e-10, 8.897163283894116e-10, 1.0673432138119665e-09, 1.1363118432305974e-09, 1.1940220930040102e-09, 1.2771619491147579e-09]","[6.006229541499764e-11, 1.3438566925927375e-10, 1.6762437965445187e-10, 2.1684216922057686e-10, 3.5423360078556954e-10, 3.959658920194009e-10, 4.750979540335543e-10, 5.046451763413007e-10, 5.29330733758937e-10, 5.655026533851748e-10]","[5.435706398881912e-11, 1.2167460441969702e-10, 1.516526869360657e-10, 1.9615025576014133e-10, 3.210875385017964e-10, 3.5876033741000235e-10, 4.3047007278196325e-10, 4.5711498128375716e-10, 4.793716500139933e-10, 5.120462699681472e-10]"
